Fid,Gender,Age,Bank_Account,Bank_Name,Trans_Amount,Transno,Balance,Trans_Type,Trans_Date,Location,Fraud
43.117.46.211.27.163-31,Female,59,QOGV65124013479057,Summit Bank,8081.18,5444,19006.28,Debit,2023-01-15,Mumbai,1
33.82.86.243.223.208-80,Female,40,KBAM94707414520201,Summit Bank,3002.77,6639,45527.36,Debit,2024-04-26,Tokyo,0
56.128.172.198.172.75-24,Female,59,XLMB13824043322704,Pioneer Savings,1216.28,2678,27310.87,Credit,2022-02-13,New York,1
158.193.180.182.227.224-66,Male,51,IMAN72418488707719,Capital Trust,455.69,3520,22925.85,Debit,2024-05-10,Tokyo,1
240.149.178.236.255.249-50,Male,46,APYM31792616432317,Capital Trust,5716.11,4838,16620.99,Debit,2024-07-14,London,0
180.142.150.170.154.55-37,Male,70,NKMH79546197584819,Capital Trust,989.81,6353,41819.12,Credit,2021-12-20,Berlin,0
185.94.30.189.145.200-96,Male,37,CUCU70327052185668,Unity Bank,9765.0,9848,5237.22,Debit,2024-04-04,Sydney,0
157.140.35.62.191.218-50,Male,53,AQXB86352130620693,Global Bank,2800.91,8700,35630.06,Debit,2021-12-10,Berlin,0
97.100.71.39.17.165-83,Male,63,UTJV97896798537544,Capital Trust,8839.22,3693,15195.66,Debit,2024-04-21,Berlin,0
175.93.213.130.100.76-52,Male,52,HMDT15255839660633,Summit Bank,1391.25,4170,12782.59,Debit,2022-07-20,Tokyo,1
67.76.207.142.9.113-39,Female,66,HZDE95395639960131,Capital Trust,289.34,1060,48528.84,Credit,2023-07-14,Sydney,1
122.171.227.218.217.149-55,Female,27,GLDG19889355525066,Summit Bank,3322.31,5271,27019.0,Debit,2024-09-11,New York,0
112.42.80.32.199.40-33,Male,24,GJXU84277774701228,Unity Bank,2190.2,3931,43759.3,Debit,2023-08-30,Sydney,1
163.180.175.75.211.49-40,Female,51,JOIJ29694538649655,Capital Trust,1340.28,5970,18436.23,Debit,2024-02-09,Sydney,1
46.167.172.3.50.103-24,Female,62,JFTK78201701468378,Pioneer Savings,3161.62,7224,11735.8,Debit,2022-03-16,Sydney,1
164.70.13.208.245.48-63,Male,38,GFEW92715649982053,Summit Bank,5375.61,9967,46871.93,Debit,2022-12-10,Berlin,0
51.76.26.111.20.213-78,Female,43,IFOC37650416066434,Unity Bank,5597.38,6498,25565.32,Credit,2023-03-05,Tokyo,1
127.102.51.115.121.233-43,Female,29,QFLH72419074745713,Pioneer Savings,2310.31,4002,17337.34,Debit,2024-04-08,Beijing,0
7.249.158.83.171.72-62,Male,61,JLPN17702382577462,Unity Bank,3326.57,4848,26470.24,Debit,2023-02-22,Mumbai,1
252.203.44.246.255.236-23,Female,42,GPWJ13428239280084,Pioneer Savings,543.1,5331,22013.68,Credit,2022-09-18,Beijing,0
124.195.148.121.100.18-45,Male,60,RTBE17522698989629,Global Bank,1969.12,7428,11067.33,Debit,2022-12-01,New York,1
12.162.187.201.184.145-63,Female,27,FHHF02686639928906,Pioneer Savings,576.41,9691,41420.39,Debit,2023-02-16,Sydney,0
209.194.8.180.206.196-46,Male,45,IQIH20772912952256,Global Bank,404.67,5424,41243.41,Debit,2024-02-06,Beijing,1
98.210.213.152.15.129-54,Female,66,RZKY70462334197534,Unity Bank,8272.65,5502,29622.78,Credit,2024-04-13,Mumbai,0
212.206.251.124.62.239-22,Female,58,MNBZ44325537679193,Pioneer Savings,8367.47,1400,15295.66,Credit,2024-02-11,Mumbai,0
214.113.200.66.24.10-70,Male,38,LGKS73530822648765,Summit Bank,7196.08,7489,45431.39,Credit,2022-01-20,Sydney,1
235.133.19.230.74.248-44,Male,35,VCNP06678363314433,Unity Bank,9359.01,2453,19939.17,Credit,2024-04-02,Sydney,0
190.91.220.209.72.141-78,Female,79,JSDO92133151806705,Global Bank,1036.18,3066,41407.17,Credit,2022-08-22,Sydney,0
133.73.24.78.125.193-68,Male,54,ZYRE34771604511239,Global Bank,8026.59,4929,33289.03,Credit,2022-01-21,Tokyo,1
152.213.82.87.62.99-53,Female,23,FEKO05951288197168,Pioneer Savings,9936.48,4053,42674.92,Debit,2022-01-31,Mumbai,0
216.16.27.249.135.213-66,Male,30,GHGK98584005292956,Unity Bank,2475.13,1866,49647.22,Credit,2024-10-18,New York,1
254.20.131.28.249.29-26,Male,71,ULXN29755174099592,Global Bank,1974.07,2645,2084.4,Credit,2022-04-07,Beijing,0
216.147.185.129.211.243-70,Female,19,UOKI29661284058767,Summit Bank,7871.11,7900,12464.77,Debit,2022-09-05,New York,0
168.34.185.43.245.22-91,Male,70,DVDE26494551778592,Summit Bank,6225.83,9076,4470.26,Debit,2022-01-11,Tokyo,1
20.178.219.231.163.169-88,Male,52,KUYY30004475874148,Capital Trust,6921.88,6971,17195.42,Debit,2023-03-05,Mumbai,0
77.30.115.16.189.24-99,Male,69,MKQI60483104758104,Capital Trust,4625.82,6324,35088.44,Debit,2023-04-18,Sydney,0
175.201.0.11.139.101-84,Female,43,MUSX02504981584204,Unity Bank,1189.17,2672,5535.45,Credit,2023-04-23,Tokyo,1
156.156.248.0.41.103-26,Female,21,MLRU02181025481644,Global Bank,5988.78,1417,32128.14,Credit,2022-11-10,Beijing,0
129.105.255.27.6.100-76,Female,68,XRSI79279646971849,Pioneer Savings,1344.12,5624,30974.59,Debit,2024-10-30,Sydney,0
220.23.126.20.8.175-27,Male,24,VLAW95316726495463,Summit Bank,2463.76,7039,17390.95,Debit,2023-02-13,Mumbai,1
19.122.54.64.146.21-22,Female,78,UAWD71808079783578,Global Bank,9346.77,5766,18302.34,Debit,2022-11-28,Beijing,0
213.213.186.72.126.246-56,Female,18,VFBR16076582587103,Pioneer Savings,4822.42,7482,14700.37,Debit,2024-07-26,Beijing,1
67.185.245.248.238.26-49,Female,54,KCHW46022783881192,Pioneer Savings,9854.02,5167,14015.42,Debit,2023-05-05,Mumbai,0
169.56.2.238.16.220-38,Female,31,FYJT73096791399382,Summit Bank,1551.92,3429,32779.66,Debit,2023-11-20,Beijing,1
9.54.93.103.147.236-25,Female,42,EGHJ99607559568815,Summit Bank,1692.11,8079,46286.59,Credit,2023-10-13,Berlin,0
68.207.39.1.64.76-45,Male,33,KTCQ59846403898951,Unity Bank,1584.26,4719,47931.98,Credit,2023-06-26,Tokyo,1
114.236.80.67.2.13-46,Male,42,VUBI99108831722068,Summit Bank,8838.32,3800,39691.6,Credit,2023-10-19,Mumbai,1
18.151.202.14.104.8-78,Female,20,CHYW65170782949302,Capital Trust,4675.47,9718,47844.07,Credit,2022-12-02,Tokyo,0
107.47.102.251.15.188-14,Male,68,DTCG31524444232810,Capital Trust,5474.35,2372,19198.88,Credit,2023-09-19,New York,0
199.8.253.193.185.144-16,Female,77,NMJF23599190687500,Summit Bank,9646.04,9353,11379.76,Credit,2022-07-26,Sydney,1
196.228.20.65.163.248-71,Female,70,XJMN11153414499179,Capital Trust,2928.36,8272,25939.74,Debit,2022-03-13,Sydney,1
84.195.163.62.188.207-33,Male,75,NLBW00249513935932,Capital Trust,7441.19,7064,3862.19,Credit,2022-01-04,Berlin,0
242.243.234.239.67.55-12,Female,47,QWVS46625261935156,Global Bank,4743.71,8812,43733.05,Credit,2024-10-14,Berlin,0
51.67.53.248.148.242-26,Male,44,ICFY78121325623545,Summit Bank,2815.37,1001,6608.41,Credit,2022-03-29,Beijing,0
155.9.80.20.197.181-98,Female,37,PRDR58873526722347,Global Bank,6072.39,1524,16142.24,Debit,2022-07-02,Tokyo,0
180.229.249.200.248.114-21,Female,79,QFTR60903088845293,Capital Trust,7402.62,9308,14334.48,Credit,2023-10-29,Sydney,1
74.179.47.158.247.137-80,Female,48,VCDZ94565837471805,Pioneer Savings,3900.92,7489,20882.7,Credit,2023-01-30,Berlin,0
74.120.156.125.73.30-10,Male,65,SZJE06055780620889,Global Bank,615.96,8818,42962.06,Debit,2022-03-20,London,0
89.21.165.14.38.16-24,Female,64,VFAM81775946960964,Summit Bank,8681.53,4480,39368.3,Debit,2023-06-23,Beijing,1
110.173.86.86.31.117-92,Female,64,OGBW92385200648116,Summit Bank,5727.19,5245,37672.84,Debit,2024-04-02,Mumbai,0
159.238.203.24.48.49-67,Female,55,ANBE74222058964639,Capital Trust,9846.27,7826,34774.67,Credit,2024-02-16,London,1
210.197.244.25.212.64-67,Female,55,ZANJ02533207607195,Capital Trust,6076.49,7211,42876.84,Debit,2024-01-10,Tokyo,0
96.157.88.220.70.116-44,Male,54,RJWM14563497979592,Unity Bank,8624.87,9533,43156.5,Credit,2024-04-04,Tokyo,0
49.202.190.150.26.16-94,Female,63,AUIH24644819112009,Unity Bank,3930.52,3484,10579.28,Debit,2024-11-29,Beijing,0
161.4.190.247.240.44-42,Female,27,GIQT75416155138254,Global Bank,7551.43,8539,41539.05,Debit,2022-07-14,Tokyo,0
87.2.255.54.192.51-79,Female,33,GIUB02599741044100,Summit Bank,7765.45,3104,5773.81,Credit,2023-01-21,London,1
89.16.181.126.188.0-71,Male,69,OKRP17715981102581,Unity Bank,8614.5,8448,19109.84,Debit,2022-03-04,Tokyo,0
67.111.39.6.10.20-75,Male,62,PKMC12681627863278,Summit Bank,8429.33,2569,46333.26,Debit,2023-02-07,Sydney,1
214.217.84.60.131.107-85,Female,27,FIBE97351981927668,Summit Bank,2741.0,2705,49401.59,Credit,2024-06-24,New York,1
148.55.37.173.16.86-30,Female,32,VBGJ23310531380527,Global Bank,5076.01,5598,21310.0,Credit,2022-03-04,Sydney,1
41.7.159.134.173.79-62,Male,28,NRKP03498739983766,Unity Bank,4154.66,1744,16024.93,Debit,2024-09-28,London,0
201.107.237.180.124.201-83,Male,72,IXYM33654186684018,Unity Bank,2378.17,9931,1733.35,Credit,2022-11-02,New York,0
22.159.45.24.143.210-35,Female,71,MUQI97438431958864,Pioneer Savings,7213.23,7690,3739.14,Debit,2022-12-29,New York,1
130.247.164.63.16.108-93,Male,55,QOIZ05704639874038,Unity Bank,4916.23,3415,32864.24,Credit,2022-11-06,Berlin,0
142.93.225.122.201.16-76,Female,78,ZKHS84049983922884,Summit Bank,4746.29,9101,1681.0,Credit,2024-03-10,Beijing,1
44.124.33.153.134.154-40,Female,22,SGVE78268395459204,Global Bank,5743.34,6173,21578.62,Credit,2023-03-14,Sydney,0
94.58.135.82.202.24-28,Male,49,JLAH37769916229977,Capital Trust,8262.36,2072,15625.26,Debit,2024-07-15,Tokyo,0
50.224.105.230.71.251-46,Male,60,EQXB15885036143849,Unity Bank,3116.6,5382,1902.61,Credit,2023-01-21,New York,1
207.127.170.180.177.100-11,Male,23,YPLC30856188613934,Capital Trust,1086.54,4105,26659.95,Credit,2022-02-24,Berlin,1
169.51.126.183.59.104-74,Female,24,CWSJ08625744660865,Summit Bank,7571.29,9637,31094.39,Debit,2024-01-25,London,0
254.138.224.230.251.137-19,Female,52,FVFF89555353553001,Global Bank,4637.88,6208,3392.16,Debit,2022-12-26,Sydney,1
3.220.87.138.69.85-42,Female,67,FWSE38108982752696,Summit Bank,286.09,4212,8697.27,Debit,2021-12-07,Sydney,1
166.1.24.94.217.89-16,Female,25,SNKH01173311534305,Pioneer Savings,8879.02,6254,48600.87,Debit,2022-10-25,New York,1
41.108.224.237.86.182-87,Male,41,MLNJ80158169593834,Pioneer Savings,3230.35,2878,9720.82,Debit,2024-03-22,Beijing,0
8.162.178.215.211.156-89,Female,77,PLTE83729324507290,Summit Bank,8259.97,4629,40336.35,Debit,2023-09-21,Mumbai,0
100.241.87.107.95.26-88,Male,73,LVDE96188242858905,Capital Trust,9285.17,4601,23411.59,Credit,2021-12-24,New York,1
162.146.48.116.169.240-78,Male,52,TMPH71380710951032,Summit Bank,3398.84,8299,27503.07,Debit,2024-03-19,Mumbai,0
13.137.160.102.247.162-59,Male,42,RJAO95271840246808,Global Bank,1847.18,1663,34778.49,Credit,2023-05-03,Berlin,1
94.23.39.167.168.179-35,Male,69,FCCB71578342030682,Capital Trust,9100.33,5832,36225.66,Credit,2023-03-21,Tokyo,0
113.67.177.30.71.193-44,Male,29,NKMH56806735327017,Capital Trust,426.35,1396,30499.18,Credit,2022-08-14,Mumbai,0
94.95.210.141.17.3-10,Female,77,YUTZ81654431283959,Summit Bank,7498.97,2270,12798.15,Debit,2023-06-29,Mumbai,0
167.103.206.242.164.39-37,Female,73,PQIQ34321503433337,Summit Bank,6940.46,5934,6498.2,Credit,2022-06-16,London,1
139.134.133.254.213.105-30,Male,42,YXVJ38699865265541,Global Bank,1057.73,1863,45487.31,Credit,2022-09-24,New York,1
38.22.170.98.237.26-73,Female,26,LQYQ83550024589938,Unity Bank,7396.3,2602,13778.54,Debit,2022-04-12,London,1
24.201.94.253.2.198-15,Male,36,OFPU79946101391874,Capital Trust,3410.82,4004,32998.85,Credit,2023-10-17,Mumbai,0
240.234.181.49.254.68-85,Male,52,ESAA48926937305065,Capital Trust,5217.68,9548,23938.82,Credit,2022-07-13,Beijing,0
243.43.112.16.215.224-51,Female,47,FKEF38215471707381,Summit Bank,7400.46,1377,24950.91,Debit,2021-12-05,New York,0
247.173.117.75.147.155-28,Female,60,DHJY00933713847754,Pioneer Savings,8175.21,5591,36322.54,Credit,2023-12-31,Berlin,0
193.36.64.222.15.137-92,Female,56,PWPP10632759410949,Capital Trust,5670.47,6255,22516.04,Credit,2022-01-02,Berlin,0
171.8.101.243.117.38-31,Female,42,CDWX42837873227690,Capital Trust,2696.73,5569,35297.85,Debit,2023-03-03,Tokyo,0
116.102.55.249.23.122-64,Female,65,ORJI39846445664347,Summit Bank,148.04,8432,21548.15,Debit,2024-11-26,Tokyo,0
42.99.63.30.49.143-47,Male,69,MIBU44758506165584,Unity Bank,3839.22,7625,24923.45,Debit,2023-07-13,Tokyo,0
164.25.139.53.204.52-54,Male,77,LMPU70072960345729,Unity Bank,2599.81,4821,9527.58,Credit,2022-03-14,London,0
134.198.237.205.238.40-28,Male,22,FSRC94086453417277,Capital Trust,5104.32,1121,44934.8,Credit,2023-09-05,Beijing,1
235.12.76.206.167.178-42,Female,55,CUTU22999277166587,Global Bank,435.46,6238,44152.78,Debit,2024-06-11,Beijing,1
145.239.136.198.186.135-65,Female,23,JOOG76102820039586,Capital Trust,1002.96,4068,30087.67,Credit,2024-10-17,Mumbai,0
82.187.68.19.141.141-19,Female,19,OQOZ75399342183517,Global Bank,364.39,7461,17403.22,Debit,2022-04-12,Mumbai,1
177.117.142.48.240.118-39,Female,28,WXRT30000232957981,Unity Bank,414.4,1494,37050.26,Credit,2022-02-18,Tokyo,1
10.155.55.187.196.215-83,Male,69,FHIX82748825101930,Summit Bank,1595.4,4219,29138.44,Credit,2024-07-28,Tokyo,1
51.79.79.4.6.119-21,Female,37,KFGD54800443515743,Pioneer Savings,4889.33,8912,16994.36,Debit,2023-02-05,New York,1
194.183.24.236.60.151-76,Female,77,VFJE69615465950615,Global Bank,7103.37,2985,45312.45,Debit,2024-05-29,New York,1
4.207.155.217.102.199-61,Male,26,FPNF34295442856100,Global Bank,270.33,8569,49402.09,Credit,2023-12-21,New York,0
234.246.181.52.114.13-45,Male,55,JBUH34435387349137,Pioneer Savings,4703.07,3817,19895.32,Debit,2023-08-20,Tokyo,0
114.64.215.165.203.91-99,Female,21,XDHK92716880587705,Summit Bank,3937.88,7367,28058.24,Debit,2022-09-05,Sydney,0
103.17.233.48.19.3-56,Male,56,DELD19506502325855,Summit Bank,4800.36,2275,33428.44,Debit,2023-06-27,Sydney,1
165.68.144.152.63.241-44,Male,38,WWWX51930274291083,Summit Bank,2614.32,9939,15121.64,Credit,2022-12-01,Berlin,0
126.177.132.138.140.218-16,Female,71,HMNQ66895525355029,Capital Trust,4254.43,8842,42398.99,Debit,2023-04-03,Beijing,0
204.122.37.131.227.242-98,Female,39,TRNP22592504682913,Summit Bank,4316.39,9177,15747.56,Debit,2023-08-25,Mumbai,0
49.118.31.97.78.204-74,Female,52,ZBBE01257831587390,Capital Trust,7315.71,7790,38335.45,Credit,2023-03-22,Berlin,0
117.75.45.184.217.61-76,Female,70,DJTA95226540569587,Capital Trust,7942.19,5986,16030.41,Debit,2023-11-25,Mumbai,1
66.140.195.146.80.215-12,Female,21,YKPK31920290787112,Pioneer Savings,628.48,4837,32174.34,Debit,2022-06-18,Sydney,1
84.203.88.26.82.206-11,Female,44,UITC74469567069113,Pioneer Savings,7645.6,6203,35690.21,Credit,2024-11-26,Beijing,1
155.103.202.171.62.214-54,Male,62,VALK50567940083547,Capital Trust,497.1,2464,31708.13,Debit,2023-11-29,Tokyo,0
58.71.156.90.122.50-46,Female,77,ENGG28564768171807,Unity Bank,7044.07,8300,34649.24,Debit,2022-12-21,London,1
230.152.164.220.146.231-69,Male,19,JMTW66609695826719,Summit Bank,1700.83,2258,37026.43,Credit,2022-12-16,Tokyo,1
189.80.82.64.232.96-37,Male,55,XOIY59432401702114,Pioneer Savings,5869.77,6143,5737.51,Debit,2023-09-15,Mumbai,0
194.240.105.204.97.70-53,Female,70,HWQI01909395005431,Capital Trust,4695.27,9118,22507.63,Debit,2022-08-22,Tokyo,0
247.42.166.219.83.9-20,Female,75,VPPS34469748463116,Unity Bank,7008.95,4849,8327.07,Credit,2023-08-14,Berlin,1
185.77.216.82.250.164-75,Female,43,YQXV76875485452822,Unity Bank,1352.33,7917,31386.22,Debit,2023-11-12,Tokyo,1
180.242.124.135.133.162-20,Female,36,WURI12664603200412,Summit Bank,9897.54,7507,37306.58,Credit,2023-05-23,New York,0
136.201.159.172.167.206-63,Male,48,HUHZ29850930193808,Summit Bank,439.52,1743,12234.48,Credit,2024-10-25,London,0
222.114.228.122.69.22-47,Female,31,HAJG54126580485958,Capital Trust,5639.35,9412,27533.99,Debit,2023-03-24,Mumbai,1
131.145.12.114.18.45-57,Female,57,ZZDC62921182433347,Capital Trust,4609.54,1069,28199.66,Debit,2024-06-12,Mumbai,1
219.253.21.241.27.28-61,Female,28,KCKG18483890613427,Capital Trust,5439.86,9985,11296.48,Debit,2022-10-26,Beijing,0
86.151.39.101.130.227-31,Female,39,EKAK23759652404284,Unity Bank,5881.55,7012,4710.02,Credit,2022-09-08,New York,0
157.212.161.60.114.216-33,Female,45,HJWO51177297724045,Global Bank,9280.79,8191,36909.21,Credit,2023-06-27,Sydney,0
11.243.15.21.2.99-17,Male,26,WJZY12297327578020,Unity Bank,5390.27,8147,1314.5,Credit,2024-08-15,Mumbai,1
57.125.93.131.99.204-23,Male,76,UBJW05670334633556,Pioneer Savings,92.85,5086,44829.53,Credit,2022-04-26,Tokyo,1
230.245.99.56.99.179-20,Female,71,LEFT11767678548170,Capital Trust,7480.47,6738,22533.33,Debit,2023-03-29,London,0
50.127.249.6.95.160-26,Female,41,BCJC82219798582928,Global Bank,8682.33,2315,31709.83,Debit,2022-07-29,Mumbai,1
121.166.5.57.125.61-84,Female,33,RJAD24728318395636,Unity Bank,1966.31,7973,42685.7,Credit,2024-04-05,Tokyo,1
212.53.112.203.44.155-57,Male,64,AZRV40774176405050,Capital Trust,768.84,6516,37292.03,Credit,2023-11-23,New York,1
171.24.27.233.175.118-97,Male,43,HBWH93252268769154,Summit Bank,338.45,3389,24892.76,Debit,2022-06-23,Mumbai,0
183.3.100.193.85.216-83,Male,42,QZCK00548484709272,Global Bank,8594.34,1783,38885.76,Debit,2024-04-19,Mumbai,1
114.106.220.7.94.126-30,Female,69,HUFT35942592502627,Global Bank,5672.23,1498,37307.86,Debit,2024-04-06,Tokyo,0
233.104.13.116.62.145-65,Female,48,RTIS56327550237487,Summit Bank,4046.17,8914,38279.36,Debit,2022-07-16,New York,0
101.158.55.171.51.210-43,Female,18,QQCK62685493042867,Summit Bank,6796.67,9988,21971.37,Debit,2023-11-15,Sydney,1
137.27.232.5.87.88-31,Male,55,FADF29852147405068,Capital Trust,1497.39,6335,48462.63,Credit,2023-03-12,Tokyo,1
70.254.138.43.64.217-78,Female,22,ZVJI82392580401648,Capital Trust,5202.78,2951,25369.56,Debit,2024-10-27,New York,0
167.155.83.6.135.156-49,Female,73,BCOC93752619633288,Capital Trust,3102.44,6534,37606.33,Credit,2023-07-08,New York,0
154.207.154.189.149.40-83,Male,60,MVKH64111268560543,Capital Trust,4291.61,8964,19537.45,Credit,2023-10-22,Berlin,1
107.168.115.8.171.132-39,Male,64,XEXC15628368341652,Global Bank,4956.16,8252,47656.64,Credit,2023-05-13,Berlin,0
245.95.213.66.157.242-58,Female,20,RQGK31753269540004,Global Bank,7823.84,5966,9643.4,Credit,2023-10-29,New York,1
136.124.81.22.137.161-53,Male,20,RTEO10372786842746,Pioneer Savings,968.02,5251,30078.57,Debit,2022-02-27,Mumbai,0
196.20.191.42.75.133-56,Female,40,UDPJ70410122233341,Unity Bank,5172.15,7998,26027.13,Debit,2024-07-18,Tokyo,1
43.251.243.179.54.146-81,Male,76,BDDN65080073872535,Unity Bank,1256.11,1983,11147.99,Debit,2022-02-15,Mumbai,1
0.9.15.142.191.2-57,Male,65,ZBOP59048111754034,Capital Trust,9042.17,5305,33037.31,Debit,2024-09-15,Tokyo,0
142.28.103.94.76.189-68,Male,47,GLJW93622542924658,Pioneer Savings,3374.74,4906,16939.49,Credit,2021-12-03,New York,1
92.30.58.36.195.125-76,Female,56,HSRW90679392220867,Capital Trust,8799.35,6096,12642.52,Credit,2022-01-22,New York,1
44.49.81.181.155.10-17,Female,66,KGOA62933089271656,Summit Bank,8977.08,7389,25996.53,Credit,2022-03-04,London,1
37.190.140.108.88.232-45,Female,43,GMTD79161806382182,Summit Bank,600.99,2479,25931.1,Credit,2021-12-13,Beijing,0
68.1.154.108.228.102-28,Female,64,OKZC58528990532960,Capital Trust,1620.22,6881,36247.97,Debit,2024-09-07,Sydney,0
10.233.230.82.194.202-14,Male,27,VDSA95372395621375,Global Bank,6844.25,5343,18966.39,Debit,2024-09-24,Tokyo,0
205.0.138.75.184.177-17,Female,74,XVIR26109016150493,Summit Bank,7667.64,6908,23102.08,Debit,2023-03-20,New York,1
17.206.112.122.181.178-15,Female,53,ECAT93363930623424,Summit Bank,2679.83,2092,41962.13,Debit,2024-08-11,Mumbai,1
12.83.157.216.48.218-65,Female,38,LGPF32733183372683,Global Bank,3479.8,2108,36700.49,Debit,2023-08-01,Berlin,1
223.5.103.250.104.188-58,Female,72,WKUU20540690080154,Unity Bank,6311.78,9559,21358.03,Credit,2022-11-03,Sydney,0
58.127.0.69.31.238-61,Female,52,ZNWX90269365461524,Global Bank,7628.15,2764,10585.9,Debit,2024-01-17,London,0
95.233.220.189.208.248-21,Male,34,WMCI76148237004374,Unity Bank,6261.23,4782,48042.81,Credit,2022-01-25,New York,1
175.183.19.35.31.180-28,Female,27,ZCPU16269674726038,Unity Bank,5066.03,2511,45261.3,Credit,2023-01-17,Sydney,1
59.118.254.217.133.113-80,Male,19,GJAN79952024341376,Pioneer Savings,2467.95,9401,41562.59,Debit,2023-12-08,Tokyo,0
210.114.117.173.187.92-80,Male,66,MDSK76920606192439,Capital Trust,9023.18,4597,32207.82,Debit,2022-01-28,Berlin,1
212.113.43.157.125.164-88,Female,38,UGCF06258975417629,Capital Trust,4821.4,9501,28704.1,Debit,2022-01-26,Berlin,1
32.206.22.254.55.105-52,Female,38,IZIJ51731027922451,Unity Bank,4287.1,1708,31058.54,Credit,2024-08-02,New York,0
34.253.213.66.217.138-36,Male,77,YYDD05478329573671,Unity Bank,8482.73,2153,23030.53,Debit,2022-07-21,Beijing,1
135.120.182.38.39.221-11,Male,41,DFIK72044714575779,Summit Bank,1168.29,7428,11497.59,Debit,2022-01-24,Tokyo,1
169.222.117.0.148.62-50,Female,52,BZSP94083412332168,Unity Bank,5021.58,8739,3556.18,Credit,2024-04-15,Berlin,1
123.109.67.116.144.233-14,Female,72,OPAO07912153428778,Global Bank,8127.76,9057,31126.44,Credit,2023-01-17,Berlin,0
252.212.7.196.96.207-60,Male,29,KVJR44349131402810,Pioneer Savings,1652.11,8721,48861.45,Credit,2023-03-29,Mumbai,0
183.16.189.145.187.52-74,Female,47,FMDP83596848504942,Pioneer Savings,966.91,6634,8173.76,Debit,2022-10-31,Sydney,0
178.252.239.42.44.114-26,Female,23,IBHE82626886278941,Global Bank,8098.48,2923,30558.62,Debit,2024-03-24,London,1
188.161.189.215.218.114-82,Male,24,RYBA50653270434623,Capital Trust,1761.29,1852,34507.65,Debit,2023-04-13,Mumbai,0
35.12.187.87.27.254-58,Female,44,CJJA89778871618763,Unity Bank,7953.2,1883,38147.0,Credit,2022-10-09,Berlin,0
181.149.235.130.68.186-97,Male,28,ROYF94078946873939,Unity Bank,3347.57,6054,14257.8,Debit,2023-06-27,Tokyo,1
116.208.151.173.10.226-86,Male,49,FUJM99708284214937,Summit Bank,6278.87,1407,40551.37,Debit,2022-12-29,Berlin,1
132.162.196.216.161.178-67,Female,22,JRLZ24402535047657,Unity Bank,3702.15,2397,5310.37,Credit,2024-01-01,Mumbai,0
24.3.47.163.183.153-15,Female,55,MUTP77803461722266,Global Bank,6114.27,2037,40058.04,Credit,2023-09-09,Berlin,1
164.227.4.49.171.200-82,Female,75,WECH81217997467167,Global Bank,7495.1,7036,26950.28,Credit,2022-04-21,London,1
